date,close
1928-06-27,18.860000610351562
1928-06-28,19.06999969482422
1928-06-29,19.139999389648438
1928-07-02,18.979999542236328
1928-07-03,19.290000915527344
1928-07-05,19.479999542236328
1928-07-06,19.389999389648438
1928-07-09,19.459999084472656
1928-07-10,19.43000030517578
1928-07-11,18.950000762939453
1928-07-12,18.809999465942383
1928-07-13,18.959999084472656
1928-07-16,18.700000762939453
1928-07-17,18.799999237060547
1928-07-18,19.030000686645508
1928-07-19,18.989999771118164
1928-07-20,19.030000686645508
1928-07-23,19.1200008392334
1928-07-24,19.09000015258789
1928-07-25,19.200000762939453
1928-07-26,19.239999771118164
1928-07-27,19.420000076293945
1928-07-30,19.469999313354492
1928-07-31,19.43000030517578
1928-08-01,19.420000076293945
1928-08-02,19.329999923706055
1928-08-03,19.360000610351562
1928-08-06,19.579999923706055
1928-08-07,19.489999771118164
1928-08-08,19.25
1928-08-09,19.299999237060547
1928-08-10,19.25
1928-08-13,19.290000915527344
1928-08-14,19.1299991607666
1928-08-15,19.469999313354492
1928-08-16,19.610000610351562
1928-08-17,19.639999389648438
1928-08-20,19.770000457763672
1928-08-21,20.020000457763672
1928-08-22,20.0
1928-08-23,20.020000457763672
1928-08-24,20.34000015258789
1928-08-27,20.3799991607666
1928-08-28,20.540000915527344
1928-08-29,20.579999923706055
1928-08-30,20.610000610351562
1928-08-31,20.8700008392334
1928-09-04,20.969999313354492
1928-09-05,21.06999969482422
1928-09-06,20.940000534057617
1928-09-07,21.09000015258789
1928-09-10,20.920000076293945
1928-09-11,21.079999923706055
1928-09-12,21.15999984741211
1928-09-13,21.139999389648438
1928-09-14,21.139999389648438
1928-09-17,21.329999923706055
1928-09-18,21.18000030517578
1928-09-19,21.18000030517578
1928-09-20,21.219999313354492
1928-09-21,21.360000610351562
1928-09-24,21.43000030517578
1928-09-25,21.40999984741211
1928-09-26,21.399999618530273
1928-09-27,21.1299991607666
1928-09-28,21.139999389648438
1928-10-01,21.360000610351562
1928-10-02,21.260000228881836
1928-10-03,21.190000534057617
1928-10-04,21.260000228881836
1928-10-05,21.219999313354492
1928-10-08,21.110000610351562
1928-10-09,21.18000030517578
1928-10-10,21.40999984741211
1928-10-11,21.510000228881836
1928-10-15,21.649999618530273
1928-10-16,21.719999313354492
1928-10-17,21.790000915527344
1928-10-18,21.84000015258789
1928-10-19,21.959999084472656
1928-10-22,21.809999465942383
1928-10-23,21.950000762939453
1928-10-24,21.989999771118164
1928-10-25,21.90999984741211
1928-10-26,21.649999618530273
1928-10-29,22.0
1928-10-30,21.760000228881836
1928-10-31,21.68000030517578
1928-11-01,21.989999771118164
1928-11-02,21.950000762939453
1928-11-05,22.239999771118164
1928-11-07,22.239999771118164
1928-11-08,22.389999389648438
1928-11-09,22.549999237060547
1928-11-12,22.84000015258789
1928-11-13,22.90999984741211
1928-11-14,22.90999984741211
1928-11-15,23.030000686645508
1928-11-16,23.3700008392334
1928-11-19,23.3700008392334
1928-11-20,23.56999969482422
1928-11-21,23.219999313354492
1928-11-22,23.520000457763672
1928-11-23,23.700000762939453
1928-11-26,23.799999237060547
1928-11-27,23.90999984741211
1928-11-28,24.190000534057617
1928-11-30,24.280000686645508
1928-12-03,23.850000381469727
1928-12-04,23.90999984741211
1928-12-05,23.809999465942383
1928-12-06,22.90999984741211
1928-12-07,22.360000610351562
1928-12-10,22.309999465942383
1928-12-11,22.739999771118164
1928-12-12,22.520000457763672
1928-12-13,22.479999542236328
1928-12-14,22.530000686645508
1928-12-17,22.440000534057617
1928-12-18,22.700000762939453
1928-12-19,22.979999542236328
1928-12-20,23.06999969482422
1928-12-21,23.329999923706055
1928-12-24,23.540000915527344
1928-12-26,23.440000534057617
1928-12-27,23.639999389648438
1928-12-28,23.979999542236328
1928-12-31,24.350000381469727
1929-01-02,24.809999465942383
1929-01-03,24.860000610351562
1929-01-04,24.850000381469727
1929-01-07,24.25
1929-01-08,24.170000076293945
1929-01-09,24.540000915527344
1929-01-10,24.579999923706055
1929-01-11,24.540000915527344
1929-01-14,24.59000015258789
1929-01-15,24.229999542236328
1929-01-16,24.559999465942383
1929-01-17,24.690000534057617
1929-01-18,24.770000457763672
1929-01-21,24.860000610351562
1929-01-22,25.06999969482422
1929-01-23,25.219999313354492
1929-01-24,25.059999465942383
1929-01-25,25.479999542236328
1929-01-28,25.350000381469727
1929-01-29,25.360000610351562
1929-01-30,25.450000762939453
1929-01-31,25.739999771118164
1929-02-01,25.84000015258789
1929-02-04,25.639999389648438
1929-02-05,25.700000762939453
1929-02-06,25.489999771118164
1929-02-07,24.709999084472656
1929-02-08,24.440000534057617
1929-02-11,24.979999542236328
1929-02-13,24.950000762939453
1929-02-14,24.850000381469727
1929-02-15,24.350000381469727
1929-02-18,24.389999389648438
1929-02-19,24.3799991607666
1929-02-20,24.59000015258789
1929-02-21,24.860000610351562
1929-02-25,24.90999984741211
1929-02-26,24.950000762939453
1929-02-27,25.25
1929-02-28,25.59000015258789
1929-03-01,25.829999923706055
1929-03-04,25.489999771118164
1929-03-05,25.31999969482422
1929-03-06,24.920000076293945
1929-03-07,25.149999618530273
1929-03-08,25.309999465942383
1929-03-11,24.950000762939453
1929-03-12,24.969999313354492
1929-03-13,25.239999771118164
1929-03-14,25.729999542236328
1929-03-15,26.079999923706055
1929-03-18,26.040000915527344
1929-03-19,26.030000686645508
1929-03-20,26.020000457763672
1929-03-21,25.899999618530273
1929-03-22,25.549999237060547
1929-03-25,24.510000228881836
1929-03-26,24.350000381469727
1929-03-27,25.09000015258789
1929-03-28,25.530000686645508
1929-04-01,24.8799991607666
1929-04-02,25.170000076293945
1929-04-03,24.860000610351562
1929-04-04,25.299999237060547
1929-04-05,25.049999237060547
1929-04-08,24.829999923706055
1929-04-09,24.6299991607666
1929-04-10,24.780000686645508
1929-04-11,25.059999465942383
1929-04-12,25.149999618530273
1929-04-15,25.0
1929-04-16,25.059999465942383
1929-04-17,25.31999969482422
1929-04-18,25.43000030517578
1929-04-19,25.40999984741211
1929-04-22,25.700000762939453
1929-04-23,25.850000381469727
1929-04-24,25.75
1929-04-25,25.6299991607666
1929-04-26,25.579999923706055
1929-04-29,25.530000686645508
1929-04-30,25.940000534057617
1929-05-01,25.989999771118164
1929-05-02,26.110000610351562
1929-05-03,26.3700008392334
1929-05-06,26.31999969482422
1929-05-07,26.06999969482422
1929-05-08,26.18000030517578
1929-05-09,26.020000457763672
1929-05-10,26.34000015258789
1929-05-13,25.639999389648438
1929-05-14,25.950000762939453
1929-05-15,25.84000015258789
1929-05-16,25.969999313354492
1929-05-17,26.09000015258789
1929-05-20,25.389999389648438
1929-05-21,25.700000762939453
1929-05-22,24.760000228881836
1929-05-23,25.309999465942383
1929-05-24,25.1200008392334
1929-05-27,24.200000762939453
1929-05-28,24.59000015258789
1929-05-29,24.6200008392334
1929-05-31,24.829999923706055
1929-06-03,25.270000457763672
1929-06-04,25.639999389648438
1929-06-05,25.59000015258789
1929-06-06,25.639999389648438
1929-06-07,25.530000686645508
1929-06-10,25.270000457763672
1929-06-11,25.43000030517578
1929-06-12,25.450000762939453
1929-06-13,25.84000015258789
1929-06-14,25.93000030517578
1929-06-17,26.40999984741211
1929-06-18,26.420000076293945
1929-06-19,26.31999969482422
1929-06-20,26.469999313354492
1929-06-21,26.6200008392334
1929-06-24,26.6200008392334
1929-06-25,26.899999618530273
1929-06-26,27.059999465942383
1929-06-27,27.110000610351562
1929-06-28,27.40999984741211
1929-07-01,27.770000457763672
1929-07-02,28.059999465942383
1929-07-03,28.18000030517578
1929-07-05,28.31999969482422
1929-07-08,28.3700008392334
1929-07-09,28.280000686645508
1929-07-10,28.200000762939453
1929-07-11,28.260000228881836
1929-07-12,28.56999969482422
1929-07-15,28.450000762939453
1929-07-16,28.649999618530273
1929-07-17,28.719999313354492
1929-07-18,28.65999984741211
1929-07-19,28.760000228881836
1929-07-22,28.43000030517578
1929-07-23,28.829999923706055
1929-07-24,28.639999389648438
1929-07-25,28.770000457763672
1929-07-26,28.65999984741211
1929-07-29,28.18000030517578
1929-07-30,28.5
1929-07-31,28.8799991607666
1929-08-01,29.079999923706055
1929-08-02,29.559999465942383
1929-08-05,29.540000915527344
1929-08-06,29.43000030517578
1929-08-07,29.1299991607666
1929-08-08,29.469999313354492
1929-08-09,28.3799991607666
1929-08-12,29.270000457763672
1929-08-13,29.530000686645508
1929-08-14,29.6200008392334
1929-08-15,29.670000076293945
1929-08-16,30.219999313354492
1929-08-19,30.5
1929-08-20,30.68000030517578
1929-08-21,30.549999237060547
1929-08-22,30.790000915527344
1929-08-23,31.09000015258789
1929-08-26,31.06999969482422
1929-08-27,31.049999237060547
1929-08-28,30.989999771118164
1929-08-29,31.290000915527344
1929-08-30,31.709999084472656
1929-09-03,31.81999969482422
1929-09-04,31.719999313354492
1929-09-05,31.020000457763672
1929-09-06,31.829999923706055
1929-09-09,31.670000076293945
1929-09-10,31.100000381469727
1929-09-11,31.530000686645508
1929-09-12,31.170000076293945
1929-09-13,31.3799991607666
1929-09-16,31.860000610351562
1929-09-17,31.600000381469727
1929-09-18,31.68000030517578
1929-09-19,31.729999542236328
1929-09-20,31.389999389648438
1929-09-23,31.3799991607666
1929-09-24,30.799999237060547
1929-09-25,30.850000381469727
1929-09-26,31.1299991607666
1929-09-27,30.270000457763672
1929-09-30,30.15999984741211
1929-10-01,29.979999542236328
1929-10-02,30.200000762939453
1929-10-03,28.950000762939453
1929-10-04,28.649999618530273
1929-10-07,30.440000534057617
1929-10-08,30.34000015258789
1929-10-09,30.270000457763672
1929-10-10,30.809999465942383
1929-10-11,30.760000228881836
1929-10-14,30.549999237060547
1929-10-15,30.299999237060547
1929-10-16,29.239999771118164
1929-10-17,29.690000534057617
1929-10-18,28.84000015258789
1929-10-21,27.729999542236328
1929-10-22,28.270000457763672
1929-10-23,26.600000381469727
1929-10-24,25.75
1929-10-25,26.1200008392334
1929-10-28,22.739999771118164
1929-10-29,20.43000030517578
1929-10-30,22.989999771118164
1929-10-31,24.149999618530273
1929-11-04,22.8799991607666
1929-11-06,20.610000610351562
1929-11-07,21.3700008392334
1929-11-08,21.18000030517578
1929-11-11,19.860000610351562
1929-11-12,18.729999542236328
1929-11-13,17.65999984741211
1929-11-14,19.239999771118164
1929-11-15,20.299999237060547
1929-11-18,20.09000015258789
1929-11-19,20.700000762939453
1929-11-20,21.270000457763672
1929-11-21,21.610000610351562
1929-11-22,21.530000686645508
1929-11-25,21.280000686645508
1929-11-26,20.65999984741211
1929-11-27,20.920000076293945
1929-12-02,20.950000762939453
1929-12-03,21.649999618530273
1929-12-04,22.049999237060547
1929-12-05,21.8700008392334
1929-12-06,22.450000762939453
1929-12-09,22.399999618530273
1929-12-10,22.56999969482422
1929-12-11,22.3799991607666
1929-12-12,21.170000076293945
1929-12-13,21.700000762939453
1929-12-16,21.329999923706055
1929-12-17,21.559999465942383
1929-12-18,21.420000076293945
1929-12-19,20.850000381469727
1929-12-20,20.15999984741211
1929-12-23,20.260000228881836
1929-12-24,20.389999389648438
1929-12-26,20.84000015258789
1929-12-27,20.81999969482422
1929-12-30,20.889999389648438
1929-12-31,21.450000762939453
1930-01-02,21.18000030517578
1930-01-03,21.229999542236328
1930-01-06,21.5
1930-01-07,21.309999465942383
1930-01-08,21.290000915527344
1930-01-09,21.6200008392334
1930-01-10,21.549999237060547
1930-01-13,21.520000457763672
1930-01-14,21.559999465942383
1930-01-15,21.649999618530273
1930-01-16,21.5
1930-01-17,21.309999465942383
1930-01-20,21.5
1930-01-21,21.610000610351562
1930-01-22,21.6299991607666
1930-01-23,21.84000015258789
1930-01-24,22.040000915527344
1930-01-27,22.209999084472656
1930-01-28,22.100000381469727
1930-01-29,22.350000381469727
1930-01-30,22.469999313354492
1930-01-31,22.790000915527344
1930-02-03,22.739999771118164
1930-02-04,23.010000228881836
1930-02-05,23.309999465942383
1930-02-06,23.059999465942383
1930-02-07,22.969999313354492
1930-02-10,23.1200008392334
1930-02-11,23.31999969482422
1930-02-13,23.360000610351562
1930-02-14,23.350000381469727
1930-02-17,23.260000228881836
1930-02-18,23.280000686645508
1930-02-19,23.06999969482422
1930-02-20,22.639999389648438
1930-02-21,22.920000076293945
1930-02-24,22.68000030517578
1930-02-25,22.889999389648438
1930-02-26,23.110000610351562
1930-02-27,23.079999923706055
1930-02-28,23.280000686645508
1930-03-03,23.360000610351562
1930-03-04,23.540000915527344
1930-03-05,23.360000610351562
1930-03-06,23.59000015258789
1930-03-07,23.59000015258789
1930-03-10,23.670000076293945
1930-03-11,23.719999313354492
1930-03-12,23.459999084472656
1930-03-13,23.600000381469727
1930-03-14,23.450000762939453
1930-03-17,23.670000076293945
1930-03-18,23.899999618530273
1930-03-19,24.030000686645508
1930-03-20,24.139999389648438
1930-03-21,24.290000915527344
1930-03-24,24.280000686645508
1930-03-25,24.25
1930-03-26,24.6200008392334
1930-03-27,24.56999969482422
1930-03-28,24.850000381469727
1930-03-31,24.149999618530273
1930-04-01,25.3700008392334
1930-04-02,25.110000610351562
1930-04-03,25.15999984741211
1930-04-04,25.540000915527344
1930-04-07,25.600000381469727
1930-04-08,25.459999084472656
1930-04-09,25.8700008392334
1930-04-10,25.920000076293945
1930-04-11,25.84000015258789
1930-04-14,25.729999542236328
1930-04-15,25.739999771118164
1930-04-16,25.559999465942383
1930-04-17,25.75
1930-04-21,25.290000915527344
1930-04-22,25.5
1930-04-23,25.549999237060547
1930-04-24,25.350000381469727
1930-04-25,25.31999969482422
1930-04-28,24.760000228881836
1930-04-29,24.729999542236328
1930-04-30,24.899999618530273
1930-05-01,24.299999237060547
1930-05-02,23.56999969482422
1930-05-05,22.979999542236328
1930-05-06,23.760000228881836
1930-05-07,23.309999465942383
1930-05-08,23.399999618530273
1930-05-09,23.690000534057617
1930-05-12,24.09000015258789
1930-05-13,24.420000076293945
1930-05-14,24.56999969482422
1930-05-15,24.170000076293945
1930-05-16,24.280000686645508
1930-05-19,23.75
1930-05-20,23.860000610351562
1930-05-21,23.739999771118164
1930-05-22,23.790000915527344
1930-05-23,24.030000686645508
1930-05-26,24.229999542236328
1930-05-27,24.239999771118164
1930-05-28,24.3799991607666
1930-05-29,24.489999771118164
1930-06-02,24.399999618530273
1930-06-03,24.18000030517578
1930-06-04,24.290000915527344
1930-06-05,23.90999984741211
1930-06-06,23.520000457763672
1930-06-09,22.3799991607666
1930-06-10,23.010000228881836
1930-06-11,22.200000762939453
1930-06-12,22.1299991607666
1930-06-13,22.260000228881836
1930-06-16,20.559999465942383
1930-06-17,20.579999923706055
1930-06-18,19.860000610351562
1930-06-19,20.790000915527344
1930-06-20,20.25
1930-06-23,20.09000015258789
1930-06-24,19.389999389648438
1930-06-25,19.540000915527344
1930-06-26,20.0
1930-06-27,19.809999465942383
1930-06-30,20.459999084472656
1930-07-01,20.239999771118164
1930-07-02,20.459999084472656
1930-07-03,20.25
1930-07-07,19.829999923706055
1930-07-08,19.969999313354492
1930-07-09,20.260000228881836
1930-07-10,20.770000457763672
1930-07-11,20.549999237060547
1930-07-14,21.360000610351562
1930-07-15,21.31999969482422
1930-07-16,21.479999542236328
1930-07-17,21.579999923706055
1930-07-18,21.770000457763672
1930-07-21,20.940000534057617
1930-07-22,21.31999969482422
1930-07-23,21.65999984741211
1930-07-24,21.3799991607666
1930-07-25,21.5
1930-07-28,21.81999969482422
1930-07-29,21.649999618530273
1930-07-30,21.079999923706055
1930-07-31,21.209999084472656
1930-08-01,21.110000610351562
1930-08-04,21.520000457763672
1930-08-05,21.520000457763672
1930-08-06,21.18000030517578
1930-08-07,21.059999465942383
1930-08-08,20.270000457763672
1930-08-11,20.399999618530273
1930-08-12,19.8799991607666
1930-08-13,20.149999618530273
1930-08-14,20.15999984741211
1930-08-15,20.700000762939453
1930-08-18,20.540000915527344
1930-08-19,20.739999771118164
1930-08-20,20.850000381469727
1930-08-21,20.639999389648438
1930-08-22,20.790000915527344
1930-08-25,20.68000030517578
1930-08-26,20.979999542236328
1930-08-27,21.139999389648438
1930-08-28,21.1299991607666
1930-08-29,21.3700008392334
1930-09-02,21.3799991607666
1930-09-03,21.170000076293945
1930-09-04,21.020000457763672
1930-09-05,21.34000015258789
1930-09-08,21.6299991607666
1930-09-09,21.760000228881836
1930-09-10,21.860000610351562
1930-09-11,21.719999313354492
1930-09-12,21.5
1930-09-15,21.190000534057617
1930-09-16,21.219999313354492
1930-09-17,21.290000915527344
1930-09-18,21.059999465942383
1930-09-19,20.68000030517578
1930-09-22,20.170000076293945
1930-09-23,20.440000534057617
1930-09-24,20.110000610351562
1930-09-25,19.729999542236328
1930-09-26,19.43000030517578
1930-09-29,18.8799991607666
1930-09-30,18.59000015258789
1930-10-01,19.420000076293945
1930-10-02,19.18000030517578
1930-10-03,19.420000076293945
1930-10-06,18.610000610351562
1930-10-07,18.6200008392334
1930-10-08,18.399999618530273
1930-10-09,17.670000076293945
1930-10-10,18.110000610351562
1930-10-14,17.90999984741211
1930-10-15,18.200000762939453
1930-10-16,17.8799991607666
1930-10-17,17.15999984741211
1930-10-20,17.56999969482422
1930-10-21,17.049999237060547
1930-10-22,16.899999618530273
1930-10-23,17.139999389648438
1930-10-24,17.739999771118164
1930-10-27,17.780000686645508
1930-10-28,17.860000610351562
1930-10-29,17.549999237060547
1930-10-30,17.34000015258789
1930-10-31,16.940000534057617
1930-11-03,17.1299991607666
1930-11-05,16.6200008392334
1930-11-06,16.649999618530273
1930-11-07,16.09000015258789
1930-11-10,15.539999961853027
1930-11-11,15.789999961853027
1930-11-12,16.139999389648438
1930-11-13,16.559999465942383
1930-11-14,16.889999389648438
1930-11-17,16.479999542236328
1930-11-18,16.65999984741211
1930-11-19,17.010000228881836
1930-11-20,16.940000534057617
1930-11-21,17.200000762939453
1930-11-24,17.049999237060547
1930-11-25,16.850000381469727
1930-11-26,16.610000610351562
1930-11-28,16.3799991607666
1930-12-01,16.799999237060547
1930-12-02,16.959999084472656
1930-12-03,16.670000076293945
1930-12-04,16.420000076293945
1930-12-05,16.43000030517578
1930-12-08,15.970000267028809
1930-12-09,15.979999542236328
1930-12-10,15.729999542236328
1930-12-11,15.550000190734863
1930-12-12,15.430000305175781
1930-12-15,14.9399995803833
1930-12-16,14.4399995803833
1930-12-17,15.109999656677246
1930-12-18,15.220000267028809
1930-12-19,15.390000343322754
1930-12-22,14.880000114440918
1930-12-23,14.960000038146973
1930-12-24,15.15999984741211
1930-12-26,14.850000381469727
1930-12-29,14.720000267028809
1930-12-30,15.0600004196167
1930-12-31,15.34000015258789
1931-01-02,15.850000381469727
1931-01-05,15.930000305175781
1931-01-06,16.1299991607666
1931-01-07,15.09000015258789
1931-01-08,16.229999542236328
1931-01-09,16.06999969482422
1931-01-12,15.84000015258789
1931-01-13,15.649999618530273
1931-01-14,15.829999923706055
1931-01-15,15.460000038146973
1931-01-16,15.649999618530273
1931-01-19,15.460000038146973
1931-01-20,15.779999732971191
1931-01-21,15.779999732971191
1931-01-22,16.06999969482422
1931-01-23,16.420000076293945
1931-01-26,16.399999618530273
1931-01-27,16.31999969482422
1931-01-28,16.020000457763672
1931-01-29,16.170000076293945
1931-01-30,16.190000534057617
1931-02-02,16.15999984741211
1931-02-03,16.239999771118164
1931-02-04,16.329999923706055
1931-02-05,16.219999313354492
1931-02-06,16.270000457763672
1931-02-09,16.959999084472656
1931-02-10,17.229999542236328
1931-02-11,17.280000686645508
1931-02-13,17.18000030517578
1931-02-16,17.34000015258789
1931-02-17,17.049999237060547
1931-02-18,17.200000762939453
1931-02-19,17.43000030517578
1931-02-20,17.709999084472656
1931-02-24,18.170000076293945
1931-02-25,17.969999313354492
1931-02-26,18.170000076293945
1931-02-27,18.030000686645508
1931-03-02,17.520000457763672
1931-03-03,17.5
1931-03-04,17.34000015258789
1931-03-05,17.690000534057617
1931-03-06,17.31999969482422
1931-03-09,17.760000228881836
1931-03-10,17.719999313354492
1931-03-11,17.520000457763672
1931-03-12,17.399999618530273
1931-03-13,17.31999969482422
1931-03-16,17.770000457763672
1931-03-17,17.579999923706055
1931-03-18,17.809999465942383
1931-03-19,18.010000228881836
1931-03-20,18.059999465942383
1931-03-23,17.760000228881836
1931-03-24,17.8799991607666
1931-03-25,17.780000686645508
1931-03-26,17.540000915527344
1931-03-27,17.209999084472656
1931-03-30,16.65999984741211
1931-03-31,16.690000534057617
1931-04-01,16.520000457763672
1931-04-02,16.450000762939453
1931-04-06,16.5
1931-04-07,16.280000686645508
1931-04-08,16.5
1931-04-09,16.40999984741211
1931-04-10,16.459999084472656
1931-04-13,16.719999313354492
1931-04-14,16.510000228881836
1931-04-15,16.18000030517578
1931-04-16,15.979999542236328
1931-04-17,15.729999542236328
1931-04-20,15.960000038146973
1931-04-21,15.539999961853027
1931-04-22,15.220000267028809
1931-04-23,15.289999961853027
1931-04-24,15.289999961853027
1931-04-27,14.760000228881836
1931-04-28,14.670000076293945
1931-04-29,14.369999885559082
1931-04-30,15.09000015258789
1931-05-01,14.649999618530273
1931-05-04,15.0600004196167
1931-05-05,14.9399995803833
1931-05-06,15.010000228881836
1931-05-07,14.949999809265137
1931-05-08,15.4399995803833
1931-05-11,15.1899995803833
1931-05-12,15.039999961853027
1931-05-13,14.989999771118164
1931-05-14,14.65999984741211
1931-05-15,14.4399995803833
1931-05-18,13.84000015258789
1931-05-19,13.829999923706055
1931-05-20,13.75
1931-05-21,13.890000343322754
1931-05-22,13.9399995803833
1931-05-25,13.399999618530273
1931-05-26,13.40999984741211
1931-05-27,13.260000228881836
1931-05-28,13.3100004196167
1931-05-29,13.020000457763672
1931-06-01,12.399999618530273
1931-06-02,12.199999809265137
1931-06-03,13.119999885559082
1931-06-04,13.550000190734863
1931-06-05,13.399999618530273
1931-06-08,13.5600004196167
1931-06-09,13.34000015258789
1931-06-10,13.699999809265137
1931-06-11,13.729999542236328
1931-06-12,13.75
1931-06-15,13.630000114440918
1931-06-16,13.65999984741211
1931-06-17,13.510000228881836
1931-06-18,13.270000457763672
1931-06-19,13.220000267028809
1931-06-22,14.609999656677246
1931-06-23,14.40999984741211
1931-06-24,15.09000015258789
1931-06-25,14.989999771118164
1931-06-26,15.350000381469727
1931-06-29,15.09000015258789
1931-06-30,14.829999923706055
1931-07-01,15.069999694824219
1931-07-02,14.9399995803833
1931-07-03,15.260000228881836
1931-07-06,15.100000381469727
1931-07-07,14.510000228881836
1931-07-08,14.369999885559082
1931-07-09,14.489999771118164
1931-07-10,14.630000114440918
1931-07-13,14.229999542236328
1931-07-14,14.09000015258789
1931-07-15,13.800000190734863
1931-07-16,14.140000343322754
1931-07-17,14.270000457763672
1931-07-20,14.460000038146973
1931-07-21,14.619999885559082
1931-07-22,14.279999732971191
1931-07-23,14.279999732971191
1931-07-24,13.970000267028809
1931-07-27,14.029999732971191
1931-07-28,14.180000305175781
1931-07-29,13.739999771118164
1931-07-30,13.800000190734863
1931-07-31,13.729999542236328
1931-08-03,13.930000305175781
1931-08-04,13.84000015258789
1931-08-05,13.640000343322754
1931-08-06,13.550000190734863
1931-08-07,13.609999656677246
1931-08-10,13.550000190734863
1931-08-11,13.989999771118164
1931-08-12,13.800000190734863
1931-08-13,14.020000457763672
1931-08-14,14.289999961853027
1931-08-17,14.050000190734863
1931-08-18,14.100000381469727
1931-08-19,14.140000343322754
1931-08-20,14.170000076293945
1931-08-21,13.859999656677246
1931-08-24,13.75
1931-08-25,13.699999809265137
1931-08-26,13.930000305175781
1931-08-27,13.850000381469727
1931-08-28,13.989999771118164
1931-08-31,13.859999656677246
1931-09-01,13.920000076293945
1931-09-02,13.65999984741211
1931-09-03,13.350000381469727
1931-09-04,13.289999961853027
1931-09-08,12.869999885559082
1931-09-09,12.760000228881836
1931-09-10,12.619999885559082
1931-09-11,12.6899995803833
1931-09-14,12.100000381469727
1931-09-15,11.989999771118164
1931-09-16,11.819999694824219
1931-09-17,12.039999961853027
1931-09-18,11.460000038146973
1931-09-21,10.930000305175781
1931-09-22,10.800000190734863
1931-09-23,11.520000457763672
1931-09-24,10.680000305175781
1931-09-25,10.920000076293945
1931-09-28,10.5
1931-09-29,10.0600004196167
1931-09-30,9.710000038146973
1931-10-01,9.529999732971191
